sentiment,id,date,query,user,tweet
Negative,1982614371,Sun May 31 11:33:37 PDT 2009,NO_QUERY,OdisG,@MrPeteyWheat darlinnn raincheck pls. Im upstate this weekend 
Negative,2302446550,Tue Jun 23 16:49:14 PDT 2009,NO_QUERY,chuodough,Someone buy me a sandwich im broke  and going to be for a long time :'(
Negative,1679410376,Sat May 02 09:17:17 PDT 2009,NO_QUERY,realcali17,chillin with stephanie. home from denton. interesting night. blah. miss nathan so much 
Positive,2175026738,Sun Jun 14 23:54:17 PDT 2009,NO_QUERY,KXKtv,@Lillian824 Yay! You are goin' toward soemthin' in your lifepath as an important event to discover the other side of yourself  - nice~
Negative,1972415691,Sat May 30 09:10:57 PDT 2009,NO_QUERY,annierabe,Its such a beautiful day and I'm stuck inside working all day 
Negative,1824695700,Sun May 17 02:31:18 PDT 2009,NO_QUERY,AberdeenUK,"Argh 3hrs sleep again, feel physically sick with it today work tomorrow... Need to sleep tonight  http://bit.ly/vykXE"
Negative,2204344497,Wed Jun 17 01:58:27 PDT 2009,NO_QUERY,Miss_Jennyy,@Jared_Andrew that sounds like so much fun  !! Well you'll have to let me know how it goes!
Positive,2177018955,Mon Jun 15 05:16:33 PDT 2009,NO_QUERY,RockStarRyanBla,"@ParezHilton Hey im a realllllly big fan, how do you mange to be soo loved by the celbrities you talk to, ur sooo cool! "
Positive,2063342214,Sun Jun 07 02:16:22 PDT 2009,NO_QUERY,alivicwil,"@Fuzzie_74 thanks  he kind of clashes with the new doona, but he's my favourite!"
Positive,1990190497,Mon Jun 01 04:09:27 PDT 2009,NO_QUERY,SedzOz,@janine_j9 Aww... MJ's not supposed to make u cry J9... he's sposed to make u happy 
Positive,2061555362,Sat Jun 06 21:06:49 PDT 2009,NO_QUERY,ilovengland,"@Rupert_Grint rupert, are u filming Harry Potter 7 already? Hope see u soon on screen. U are awesome! "
Negative,2055720087,Sat Jun 06 09:50:01 PDT 2009,NO_QUERY,irislynnchen,got eaten alive by mosquitoes while ATVing in greece.  / !
Positive,2052796733,Sat Jun 06 02:03:28 PDT 2009,NO_QUERY,Mcflyismydrug_x,"Just woke up, cba getting out of bed. Going town later. "
Negative,2257958713,Sat Jun 20 15:10:01 PDT 2009,NO_QUERY,antisinecurist,@sonataozona Awww.  Stupid stop and shop. Be well...
Positive,1984682414,Sun May 31 15:35:37 PDT 2009,NO_QUERY,snf1,@kjbolden86 ok cool...see you around 7 then 
Positive,1976516986,Sat May 30 18:20:07 PDT 2009,NO_QUERY,thesickchick,@knittinghutch -- Send Twittery birthday wishes to your mom for us 
Negative,1694382680,Mon May 04 02:22:26 PDT 2009,NO_QUERY,JanersM,"@VampAmber Sorry you're sick, hun.  "
Positive,2174810250,Sun Jun 14 23:22:09 PDT 2009,NO_QUERY,Teeny89,Tomorrow is my birthday  yaaay
Negative,1985910102,Sun May 31 18:00:21 PDT 2009,NO_QUERY,MillZz,"@shinobistalin I'm sorry, I had to bounce..I was there like 3 hours  I got your $"
Positive,2051674678,Fri Jun 05 22:32:12 PDT 2009,NO_QUERY,KWu3,"@patpatcoolkid sorry to butt in, but i think it's quite fantastic that you would go at midnight. "
Negative,1834675924,Mon May 18 03:49:32 PDT 2009,NO_QUERY,AllieCee,On my way to work.  toooo early!!!
Negative,2228468008,Thu Jun 18 14:28:42 PDT 2009,NO_QUERY,EllieBarnes,"Feeling sorry for myself, poorly "
Positive,1969605445,Sat May 30 00:35:13 PDT 2009,NO_QUERY,ellyhart,@rikerjoe Make-or-break time for space station research http://tr.im/mSfn Comments? 
Negative,2322199664,Wed Jun 24 22:12:39 PDT 2009,NO_QUERY,starphotos,"@Darenzia i can relate, got hit by a soccer ball right on my right ear and my head still feels like it is going to burst "
Positive,1687628530,Sun May 03 09:11:27 PDT 2009,NO_QUERY,pebaline,"Flowers in the balcony sorted, it was worth the trouble in the end. "
Negative,2245487026,Fri Jun 19 16:12:07 PDT 2009,NO_QUERY,MarisaAlexis,WTF?!?! Flight delayed and hour and a half!!! Ugggggg. Just want to get home...  
Negative,2059062263,Sat Jun 06 16:10:16 PDT 2009,NO_QUERY,taylormartina,"gone to dq, pce saturday night. "
Positive,2189721535,Tue Jun 16 00:44:17 PDT 2009,NO_QUERY,moritzlunin,Grad am aufwachen 
Positive,1754401081,Sun May 10 06:08:29 PDT 2009,NO_QUERY,MorganBritney,Happy Mother's Day 
Positive,1827543452,Sun May 17 10:56:08 PDT 2009,NO_QUERY,crochetcomplsiv,"...and yes, the darling hatbox wheel is coming along. "
Positive,1932684221,Tue May 26 21:59:24 PDT 2009,NO_QUERY,betsybp,covered in whip cream residue... great chilis send off 
Negative,1551543886,Sat Apr 18 09:20:09 PDT 2009,NO_QUERY,GarrettWalt,@EMFinley I almost broke it again right off the bat! But Powerade is good 
Negative,2196021778,Tue Jun 16 11:55:19 PDT 2009,NO_QUERY,erikabuchholz,4 mile run.  took 3 days off...may as well have been 3 weeks. slow and painful.  #elb_tri
Positive,2189773924,Tue Jun 16 00:52:26 PDT 2009,NO_QUERY,paultieche6,Hangin out with my friends. Ily too Nikko  no homo tho
Positive,1835043083,Mon May 18 04:58:57 PDT 2009,NO_QUERY,thatlisskid,hating man united at the moment- but theres always next year 
Positive,1880449070,Fri May 22 01:16:51 PDT 2009,NO_QUERY,Janine_Marie,@liveforfame thanks guys 
Positive,1968663398,Fri May 29 21:55:46 PDT 2009,NO_QUERY,JoeJisthebest,...Money and paper. 
Positive,1754548514,Sun May 10 06:38:40 PDT 2009,NO_QUERY,JLiivet,Good mood! Let's just say that this weekend has been awesome! MJ-SPF for example. Just what I needed 
Negative,2218961822,Wed Jun 17 23:30:12 PDT 2009,NO_QUERY,babydollniki,@EllerySweet You squished it???? and OMG that is expensive 
Positive,1976092811,Sat May 30 16:34:11 PDT 2009,NO_QUERY,carlsalazar,Gonna watch Friends season 1 again. Almost done. 
Positive,2059267719,Sat Jun 06 16:35:13 PDT 2009,NO_QUERY,emmadawson,"@Asbo_T Lol, FB and Twitter versions of the same message! @davegarnar just finds me moderately amusing occasionally "
Positive,1693024997,Sun May 03 21:22:04 PDT 2009,NO_QUERY,ohemgeecasey,"rawr;; headache. I hateeee headaches. New James Bond movie, then cuddling with the boyyy "
Positive,1826140820,Sun May 17 07:47:33 PDT 2009,NO_QUERY,szukisanbon,... So who's coming to the performance tonight at 6? You are! For a great show come to Oak Hills Church! At the Youth Center! Come 
Negative,2204076473,Wed Jun 17 01:15:41 PDT 2009,NO_QUERY,gabs,OS3 18th june now  http://www.apple.com/sg/iphone/softwareupdate/ boooo PR stunt !!!
Negative,2059633199,Sat Jun 06 17:19:29 PDT 2009,NO_QUERY,markygk,Who gets a cold in June? Ahhh venturing outside the house for the first time all day 
Positive,1993902649,Mon Jun 01 11:06:26 PDT 2009,NO_QUERY,mostazzza,good morning tweeple 
Negative,1792129286,Wed May 13 22:12:27 PDT 2009,NO_QUERY,cabucojuice,Arghhh WHY did my newest pair of pants have to rip!? Today is not my day. Have to buy another pair now  @ Val's house
Negative,1973437115,Sat May 30 11:08:44 PDT 2009,NO_QUERY,mrsgangster,"Just threw up.    so grateful for the dina for coming all the way here to bring me advil!  Love u, The. Please stay down advil."
Negative,1997515056,Mon Jun 01 16:59:14 PDT 2009,NO_QUERY,jaerae466752,hmmmm soooo bored   wish i could be at home and watch the mtv movie awards 
Negative,1824897663,Sun May 17 03:25:45 PDT 2009,NO_QUERY,liljimileach,Headin' back to Cali...Gonna miss NY 
Negative,2000185758,Mon Jun 01 21:35:00 PDT 2009,NO_QUERY,therealyoungb,@DJJUS  sorry i 4got 2 call u back had a long exhusting day
Negative,1962019012,Fri May 29 10:23:52 PDT 2009,NO_QUERY,MIZZ_DEJA,@emaxio still @ the courthouse!     Happy to have a job... sad its this one!
Positive,1753467101,Sun May 10 01:47:03 PDT 2009,NO_QUERY,celinehlbk,@ShanteRowlandd so how is the most wonderful mommy in the world doing? 
Positive,2057439151,Sat Jun 06 13:00:27 PDT 2009,NO_QUERY,tweeteradder7,@samsoniaku Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
Negative,2005428703,Tue Jun 02 09:40:58 PDT 2009,NO_QUERY,callyc86,Another cloudy day in Chicago 
Negative,2201126693,Tue Jun 16 19:50:37 PDT 2009,NO_QUERY,Lucktie,Bad day and traffic to top it all off 
Positive,1957173382,Thu May 28 23:43:32 PDT 2009,NO_QUERY,anesio,blart mall cop was actually a good one 
Positive,1770866533,Mon May 11 22:28:24 PDT 2009,NO_QUERY,kelleymarble,@spencerpratt stop trying to convince yourself that your accidental fame will go away. You're still a douche 
Negative,2202570946,Tue Jun 16 22:01:36 PDT 2009,NO_QUERY,xoxomar,over this city being so small... 
Negative,2238370067,Fri Jun 19 07:11:23 PDT 2009,NO_QUERY,KLM1205,I miss my Grandma a lot and I don't want to say goodbye... 
Positive,1754524339,Sun May 10 06:33:54 PDT 2009,NO_QUERY,bodiinee,"made pictures of flowers, some are pretty nice i think "
Positive,1989666921,Mon Jun 01 02:22:24 PDT 2009,NO_QUERY,eskimo_sparky,@JimVrckovski @Afficionados_HH @cpanczak thanks 
Negative,2201645252,Tue Jun 16 20:34:07 PDT 2009,NO_QUERY,NoDayButToday27,"Watched Pushing Daisies finale.  Hate ABC even more now, but at least there was a pseudo-&quot;what happened to them&quot; at the end "
Positive,2064868316,Sun Jun 07 07:21:56 PDT 2009,NO_QUERY,RegularOlTy,@swabychic Isis 
Negative,1956487434,Thu May 28 21:59:19 PDT 2009,NO_QUERY,Virg3704,Life is throwing me some major curveballs right now 
Positive,1834809326,Mon May 18 04:16:21 PDT 2009,NO_QUERY,rockgirlicious,listening to paranoid and singing along! 
Positive,2062480985,Sat Jun 06 23:21:22 PDT 2009,NO_QUERY,Listersmate,@sunny525 I'm just being friendly Lori. 
Positive,1989685878,Mon Jun 01 02:26:32 PDT 2009,NO_QUERY,henrikberggren,@mptre Thx but already got hooked! 
Negative,1978662528,Sun May 31 00:03:32 PDT 2009,NO_QUERY,solerika,Oh FUCK this reunion is too much for realz if thirs makes sensod its a miracle. FUCK. I just hit my knee again  DRUNK. yeahhhh
Negative,2230493147,Thu Jun 18 17:11:27 PDT 2009,NO_QUERY,natasharamsey,Fine! Will just work late &amp; take later train. Argh. Missing @motivationmama class 
Positive,2191131672,Tue Jun 16 04:35:42 PDT 2009,NO_QUERY,sumarnocorp,Just downloaded UberTwitter for Blackeberry and pimped up profile page 
Positive,2069956664,Sun Jun 07 16:50:28 PDT 2009,NO_QUERY,MiriamCheah,@Lihis yeah course  i want you guys to get a reply! Even if it means i gotta stay awake the whole night! &lt;3
Positive,2014744438,Wed Jun 03 02:32:37 PDT 2009,NO_QUERY,pizpix,@simontay78 so i am suppose to image the both of them doing a cheer for me? that's cute. but i don't know them! 
Positive,1958134761,Fri May 29 02:46:46 PDT 2009,NO_QUERY,Sanlin,"That was fun.  Just got back from seeing the bands Krome &amp; Chasing Satellites at The Queen's Hotel. Tasty beverages, music n' dancing."
Negative,2325705053,Thu Jun 25 05:55:46 PDT 2009,NO_QUERY,fairygem,@wendywilson81 wishe i could help with the tyres but we're not allowed to do it anymore  xx
Negative,1979099686,Sun May 31 01:38:14 PDT 2009,NO_QUERY,tarynTM,Fuckkiiin anna bananas from now on. Goodbye The Spot. 
Positive,1970299755,Sat May 30 03:17:11 PDT 2009,NO_QUERY,thepetshopboy,peter o'toole is my favorite actor of ALL TIME @timnunn so i'm officially a wannabe &quot;luvvie&quot; 
Negative,2235077523,Fri Jun 19 00:22:35 PDT 2009,NO_QUERY,rebeccaslamon,and i dont want to go out today i wanna stay in cause its windy and cold 
Negative,1979483606,Sun May 31 03:14:35 PDT 2009,NO_QUERY,zuzluz,@tommcfly 's tweet made me miss thailand even more. 
Negative,2016558552,Wed Jun 03 06:59:13 PDT 2009,NO_QUERY,janelleyeah,"@ladykillerr  janeeeey, heaps got a lama figurine bahah. made me think of you!! and i miisss "
Negative,1563675452,Sun Apr 19 23:46:43 PDT 2009,NO_QUERY,TheRell,@iPapi You pwn my wind chakra. 
Positive,1984089489,Sun May 31 14:25:19 PDT 2009,NO_QUERY,DMular,@vanillacokehead  I guess that sign really is going to help those who would obey such a thing anyway. 
Negative,1975978573,Sat May 30 16:19:16 PDT 2009,NO_QUERY,PrKid,"@kiidswiper,yea,even if you have nothing to do on a Saturday,its not as bad,lol..Saturday=Happy..Monday= "
Positive,1693788476,Sun May 03 23:47:07 PDT 2009,NO_QUERY,Peruana_Mami,@marcgoldman Hey no prob...   
Positive,1990473520,Mon Jun 01 04:58:03 PDT 2009,NO_QUERY,JeanneBehr,Only your real friends will tell you when your face is dirty. ~Sicilian Proverb...or when you have something stuck in your teeth! 
Negative,2253098201,Sat Jun 20 07:34:53 PDT 2009,NO_QUERY,Ceiridwenn," the internet still doesn't work. If this lasts past this evening, I might die. Oh I miss the interweb."
Negative,2256715597,Sat Jun 20 13:11:43 PDT 2009,NO_QUERY,ClipperBrat,Had fun draft parties at the Sports Arena in the old days. Staples center doesn't seem like a Clipper arena w/all the purple &amp; gold  Sad.
Negative,1882696430,Fri May 22 07:19:45 PDT 2009,NO_QUERY,gugzm,Drinks. Sushi. And a movie with my MOMMY now!!!! love her to bits!!!! missing you baby  T.E.C.M
Positive,1979953929,Sun May 31 05:09:16 PDT 2009,NO_QUERY,alexxvi,good evening. good morning to those in the US 
Positive,2190467667,Tue Jun 16 02:48:54 PDT 2009,NO_QUERY,RosieBrooks,@beetle001 Heh. Don't have a clue 
Negative,2068565797,Sun Jun 07 14:18:10 PDT 2009,NO_QUERY,nena1967,Feeling sick right now  it's just another sunday hmm.
Negative,1976856454,Sat May 30 19:19:07 PDT 2009,NO_QUERY,therealjaymills,"@imkevbrown yeah, i kno...it really sux  will i c u at my cook-out 2moro?"
Positive,1834131827,Mon May 18 01:45:05 PDT 2009,NO_QUERY,michelealfaro,@nelwinuy be safe and don't catch the flu bug! 
Negative,2222329016,Thu Jun 18 06:49:48 PDT 2009,NO_QUERY,CarmHann92,At school. Coco and tamales breakfast for champions. Errrg Finals.  wish me luck??
Positive,1469847747,Tue Apr 07 07:35:44 PDT 2009,NO_QUERY,kmcusick,@recr great! I am working an offer this am after sls mtg &amp; writing an offer at 3. I will definitely be ready to relax 
Positive,2191844862,Tue Jun 16 06:04:19 PDT 2009,NO_QUERY,pnovak8,@jeremiahjuso you know I have some stellar taste in music 
Negative,2063653044,Sun Jun 07 03:32:23 PDT 2009,NO_QUERY,Jenaleesa,@reneemary http://bit.ly/4d05k  was just watching that ... and cried cause i miss you so much 
Negative,2031692227,Thu Jun 04 10:10:53 PDT 2009,NO_QUERY,bobcrawford,"Sad news today - actor David Carradine has died. Condolences to his family, may his spirit find the peace he is searching for.   "
Positive,1979356952,Sun May 31 02:41:46 PDT 2009,NO_QUERY,TylerDavid69,Talking to my wife at 4:30 in the morning = total win!! Love you!!! 
Negative,2067397157,Sun Jun 07 12:16:16 PDT 2009,NO_QUERY,youreyesdontlie,on the phone to @loveisonitsway 
Negative,1881115958,Fri May 22 03:39:18 PDT 2009,NO_QUERY,looralaura,"monkey  hates me, i will die now. "
Positive,1563758060,Mon Apr 20 00:08:08 PDT 2009,NO_QUERY,Tigerlily_Manj,"@jonathanrknight - How funny, your first nite break from touring &amp; u go to c someone else on tour!  Bring Brit w/ u when u come 2 Oz!"
Positive,2012030385,Tue Jun 02 19:57:28 PDT 2009,NO_QUERY,birks,Yey! This is good news for DSi users...well at least for me it is.   --&gt; http://bit.ly/tGVHV
Negative,1969668481,Sat May 30 00:48:14 PDT 2009,NO_QUERY,MsJuicy313,And my stomach hurts 
Negative,1957571320,Fri May 29 00:55:13 PDT 2009,NO_QUERY,Pennygiirl,working on my oral presentation and upset.........  
Negative,2327014120,Thu Jun 25 07:48:26 PDT 2009,NO_QUERY,petitecurvydiva,@safegeek yes. Best believe I heard about that on the job.  he's good QB but get off their knees already. Btwn him &amp; Tom Brady. Augh!
Negative,2188378225,Mon Jun 15 21:47:20 PDT 2009,NO_QUERY,ngarci24,am in da computer lab in hpt all bored 
Negative,2059859263,Sat Jun 06 17:46:51 PDT 2009,NO_QUERY,LydiaBarling,Resting up. Busy day tomorrow 
Positive,1989973197,Mon Jun 01 03:27:20 PDT 2009,NO_QUERY,Talula25,"@ausi1 I thought I was a member of the ning but I couldn't get in, so I have joined awaiting approval "
Positive,1973843182,Sat May 30 11:56:35 PDT 2009,NO_QUERY,DjIroniksWifeyX,"@tinchystryder yeah im watchin it  &amp; aidan davis, diversity or flawless x"
Positive,2174835337,Sun Jun 14 23:25:40 PDT 2009,NO_QUERY,janey79,@ElizabethThe i like to use tea tree oil 
Negative,1960389377,Fri May 29 07:53:14 PDT 2009,NO_QUERY,hannahmaee,"FML, i cant loose another friend "
Negative,1693117298,Sun May 03 21:36:39 PDT 2009,NO_QUERY,yrisgina,urg i hav a headache 
Negative,1969978883,Sat May 30 01:58:06 PDT 2009,NO_QUERY,bebe_ob,Guys.... cant live with them....or without them 
Negative,2324063914,Thu Jun 25 02:11:29 PDT 2009,NO_QUERY,lgenriquez,migraine againnnnnnnnnnnnnnnn 
Negative,2286288862,Mon Jun 22 16:14:36 PDT 2009,NO_QUERY,smeggly04,@itsTIFFB lol I did but its not helping 
Positive,1692335894,Sun May 03 19:46:35 PDT 2009,NO_QUERY,Krrristyyy,'Even Angels Fall' &lt;---I love that song  its oldish but I still love it  It's pretty
Positive,2058828059,Sat Jun 06 15:42:28 PDT 2009,NO_QUERY,Jeremythegeek,@CandyTX: Aww. I was expecting a geek-in-training 
Positive,1991853582,Mon Jun 01 07:46:45 PDT 2009,NO_QUERY,KarlMcClelland,@ClaireHammond  Look forward to it x Having a pretty good day actually. Just spent most of the day in Bath and it's sooo sunny here x
Positive,2059430427,Sat Jun 06 16:55:14 PDT 2009,NO_QUERY,gengi87,loving london  seeing stonehendge tomorrow! can't wait!!!!!
Positive,1881451461,Fri May 22 04:42:10 PDT 2009,NO_QUERY,morrissey_fan,@Nick7782 Thanks for the Friday follow &amp; Happy Morrissey day to you 
Negative,2266286691,Sun Jun 21 08:14:24 PDT 2009,NO_QUERY,Barbarajean07,fuck im tired 
Negative,2266467655,Sun Jun 21 08:33:35 PDT 2009,NO_QUERY,kunalshingla,http://twitpic.com/80dns - Plane crash... KK down 
Positive,2053344919,Sat Jun 06 04:12:51 PDT 2009,NO_QUERY,ClarineV,"At diane von furstenberg, this shop makes my mom really happy "
Positive,2054705716,Sat Jun 06 07:55:23 PDT 2009,NO_QUERY,thomas_a_duda,@clairezee86 It's the only location for me. Are you sure that another even exists?  Hope that the morning yields some fab wheels!
Positive,2056824213,Sat Jun 06 11:51:48 PDT 2009,NO_QUERY,rachelmaddox,Haha me too  the parents of the kids I'm babysitting right now r going to the game...I'm so jealous
Negative,2252915555,Sat Jun 20 07:14:27 PDT 2009,NO_QUERY,natatatatat,thinks she has an ear infection. 
Positive,1880438289,Fri May 22 01:14:34 PDT 2009,NO_QUERY,hyperkamote,blip.fm your one stop nonstop media shop...  
Positive,1469844461,Tue Apr 07 07:35:09 PDT 2009,NO_QUERY,giddiedamien,"@cathyjh XD true, im awesome! sauce. how about you "
Negative,1962954956,Fri May 29 11:58:53 PDT 2009,NO_QUERY,AllieB29,The bunuelos were a huge hit but i had to skip shopping afterwards.  let's see what kind of trouble i can get into here...
Negative,2190423382,Tue Jun 16 02:41:19 PDT 2009,NO_QUERY,suburbannoir,@piecesofalice Quite nice on my end too! I want more L.A. Ice 
Negative,1964701993,Fri May 29 14:39:48 PDT 2009,NO_QUERY,alejandroduran,Awaiting reply from two projects. One cancelled. 
Negative,1993139406,Mon Jun 01 09:53:44 PDT 2009,NO_QUERY,stjoannelee,"She's asthmatic and when she went to the doc this morning, she didn't do the nebuliser treatment coz someone was quarantined in the room "
Negative,1679755275,Sat May 02 10:06:15 PDT 2009,NO_QUERY,ju11es,Bank holiday weekend ROCKS!!!! Shame my husband chose today to start sanding the family room floor 
Negative,2066258882,Sun Jun 07 10:10:52 PDT 2009,NO_QUERY,Sexlena,Me: i wish they made pizzacrust pizza Mike: it is called bread Me: oh  haha
Negative,1984444815,Sun May 31 15:07:15 PDT 2009,NO_QUERY,gfunchal,Giuliano bateu longe do gol.. 
Positive,1993427909,Mon Jun 01 10:21:38 PDT 2009,NO_QUERY,sarahtapp,"wooohooo! a chance at summer employment that doesn't involve registers, produce codes, cranky customers and standing for hours and hours "
Positive,1997989586,Mon Jun 01 17:48:24 PDT 2009,NO_QUERY,skm4jc,"@EriksAngel15 Yeah, it has been for quite awhile now. I didn't know you watched that show; I would've told you otherwise. "
Positive,1795272182,Thu May 14 07:28:33 PDT 2009,NO_QUERY,XxMASSiiELxX,So #Paranoid @Jonasbrothers New Single; Is Simply Amazing; Im Replaying It In My Head Over &amp; Over 
Negative,1881674698,Fri May 22 05:17:05 PDT 2009,NO_QUERY,oldrainbow,i feel so bad  this day was... strange and scared me.
Positive,1985577614,Sun May 31 17:22:22 PDT 2009,NO_QUERY,porshie,Is crushin' hard!!!!!!!!!!!!!!!! 
Positive,1957490058,Fri May 29 00:39:54 PDT 2009,NO_QUERY,Sion71,@ceggs awww thank you! 
Negative,1976469554,Sat May 30 17:24:22 PDT 2009,NO_QUERY,Durden01,Got too excited about craving milk.  curled up on couch
Positive,2067416073,Sun Jun 07 12:18:16 PDT 2009,NO_QUERY,Loulabelllexx,i got twitter 
Negative,2208615173,Wed Jun 17 09:25:05 PDT 2009,NO_QUERY,mellkk,gym today all be myself 
Negative,1979072943,Sun May 31 01:31:38 PDT 2009,NO_QUERY,fooflington,"@pleia2 There isn't really another OSS monitor product capable of the same level of customisation. Alas, the config is *horrible* "
Negative,2002998454,Tue Jun 02 05:39:28 PDT 2009,NO_QUERY,houstonswagg09,ok first day on this diet! guess ill hav fruit 
Negative,1833954706,Mon May 18 01:04:22 PDT 2009,NO_QUERY,cutenory,"my tumblr is number 49,950 in the top 50,000 blogs. and i only have a tumblarity of 10. awwwwww "
Negative,2051264989,Fri Jun 05 21:24:14 PDT 2009,NO_QUERY,katrinavilleno,SATS TOMORROW OH NO 
Positive,2064077928,Sun Jun 07 05:08:49 PDT 2009,NO_QUERY,gofitcoach,"@Heather_Buchman Hey there! Finishing up a round of Si6. Dreaded BiU. Then ChaLEAN, then Insanity! Things R wonderful!  How's all w/ you?"
Positive,1969990480,Sat May 30 02:00:39 PDT 2009,NO_QUERY,themagicfairy,@algebraoverdose naww  he's cute. Hehe but Conar wins.     
Positive,1990712646,Mon Jun 01 05:33:58 PDT 2009,NO_QUERY,katierosecook,@FionaOsborne hellooo osborne! can't wait to see you again! 
Negative,2232958102,Thu Jun 18 20:38:01 PDT 2009,NO_QUERY,Jamsz,can't go to school..  m sick.. ( its a must pa naman to be there.. craaap.. 
Positive,1976519432,Sat May 30 18:20:33 PDT 2009,NO_QUERY,MissTrinese,All I can say is Day26 is the shit!!! I love them. 
Negative,2069484303,Sun Jun 07 15:57:52 PDT 2009,NO_QUERY,ReadyDPM,I am really missing my kids.....     I love my God kids
Positive,1677172693,Sat May 02 00:46:48 PDT 2009,NO_QUERY,jeff_ginge,"@aphie I think I'd have more chance pleading emu than emo   normal service has been resumed now, so disaster averted!"
Positive,1883075417,Fri May 22 07:58:06 PDT 2009,NO_QUERY,barbie11,On the way to the airport. Chi-town here we come. Ps.I have great friends 
Positive,1979560481,Sun May 31 03:34:28 PDT 2009,NO_QUERY,Robi27,@zayaan27 Hey! Do u by any chance have Lauries cell num? Sms it to me if u do pls 
Negative,1686768641,Sun May 03 06:42:14 PDT 2009,NO_QUERY,Cameronk_uk,I'm at the gym... Just tried the water fountain and got shocked! 
Negative,2260370715,Sat Jun 20 19:06:28 PDT 2009,NO_QUERY,DalKhera,"night twitter family. i didn't get a call before i went to sleep, so i hope there's a message in the morning "
Positive,1971811111,Sat May 30 07:57:05 PDT 2009,NO_QUERY,kailaengland,"@DominiqueDanyel made me kinda laugh! i'm kinda addicted, have all the seasons on dvd  that's all!"
Negative,1754118497,Sun May 10 05:03:10 PDT 2009,NO_QUERY,pinaymommy,PMC Members: medyo delayed muna ang gift kasi hinde naging successful ang transfer.  http://plurk.com/p/swi5b
Negative,2213268634,Wed Jun 17 15:09:01 PDT 2009,NO_QUERY,twilight_story,"Well... I'm a coward, so... I won't speak with him... I will only wait if he stays hating me or he changes his mind... I'm so sad... "
Negative,2205897488,Wed Jun 17 05:39:02 PDT 2009,NO_QUERY,moonlightdancy,i miss every single thing about you. 
Negative,2201250237,Tue Jun 16 20:00:51 PDT 2009,NO_QUERY,mkcho73,crap. 8:30 meeting tomorrow. 
Positive,2006652403,Tue Jun 02 11:29:02 PDT 2009,NO_QUERY,Diamondspin,Damn what a day :$ !!! all work is done ! Client happy im happy  B** get me my money LOL Bowwwss !! Just like mr ross ! Hahha
Negative,2223104032,Thu Jun 18 07:51:21 PDT 2009,NO_QUERY,gabisworld,There is a terrible storm outside right now and we lost our beautiful pear tree outside! 
Negative,2248388328,Fri Jun 19 20:32:41 PDT 2009,NO_QUERY,Ripperthemadman,"@1INAMILLIONDIME Yo Taniyah, I might not get to make the daughter's party.   Unless I come for bout 5-7 mins. "
Positive,1793352503,Thu May 14 02:21:43 PDT 2009,NO_QUERY,sizzler_chetan,@ankita_gaba why not have all tweets with #hindi tag on a single page in hindidiwas.in ? Kya khayal hai? 
Positive,1880689655,Fri May 22 02:08:40 PDT 2009,NO_QUERY,ninwest,"@Lunabee_art.  I agree with cris.Spend the monies!You've earned it.What with all the work you have been putting out,and all that swiming! "
Positive,1548863130,Fri Apr 17 22:12:44 PDT 2009,NO_QUERY,bartaviator,@kayyt I'm so excited!   Be there everyone!
Negative,2054519763,Sat Jun 06 07:31:51 PDT 2009,NO_QUERY,the_real_r2d2,"@nadia_molina this is so sad, it should not happen. Not to those children "
Negative,1978564159,Sat May 30 23:45:08 PDT 2009,NO_QUERY,mychemicalcobra,SCARED SHITLESS BY SWINE FLU  It's Gonna Be A Long 4 Months Until That Vaccine Arrives....
Positive,1973139192,Sat May 30 10:33:46 PDT 2009,NO_QUERY,omfg_itsapple,watching Horton hears a who.   @jbigga good luck on your trip. i love you! [:
Negative,1898397834,Sat May 23 18:05:12 PDT 2009,NO_QUERY,Faithiecakes,These mosquitoes are fucking miserable. Get'm off me 
Positive,2003442043,Tue Jun 02 06:32:25 PDT 2009,NO_QUERY,firestartr,Was  Jacqui Smith home secretary?   http://bit.ly/MilfF
Negative,1564621670,Mon Apr 20 04:18:15 PDT 2009,NO_QUERY,smittygirl,"At last, this computer is back in fully working order! Next on the list is the laptop, which hasn't had virus updates in about a year. "
Positive,1975088968,Sat May 30 14:25:28 PDT 2009,NO_QUERY,missallieliz,going to axiom in a few. mmmm 
Negative,2240175996,Fri Jun 19 09:25:52 PDT 2009,NO_QUERY,ohcardigan,@stelfa i pelat lah i cannot say R  didi boleh? heehee.
Positive,2185010839,Mon Jun 15 16:45:05 PDT 2009,NO_QUERY,iluuvmona,@Wealthy23 I am fabulous thanks 
Positive,1551681812,Sat Apr 18 09:41:57 PDT 2009,NO_QUERY,imissyouso,I love Beverly Hills 90210 and Gossip Girl 
Negative,2263630219,Sun Jun 21 01:21:05 PDT 2009,NO_QUERY,theguiltshow,http://twitpic.com/7zpop - Baby ignoring me and using computer 
Negative,1881360642,Fri May 22 04:26:05 PDT 2009,NO_QUERY,pragyavats,@krisnair but where's the rainbow 
Positive,1882335859,Fri May 22 06:41:10 PDT 2009,NO_QUERY,TheMelodyMusic,I have my hairs done.... I have to get used to it...  Leo &amp; The Melody
Negative,2199215270,Tue Jun 16 17:10:54 PDT 2009,NO_QUERY,chrisfarber,"@benlebar yep, I think I am going to do the same. It just stinks because I have some deep scratches in this one's display "
