sentiment,id,date,query,user,tweet
Negative,2201366578,Tue Jun 16 20:10:31 PDT 2009,NO_QUERY,NickTAusten,@MelodyFLee pure doesn't even begin to describe it because it's that pure. I muss you too 
Positive,1881252278,Fri May 22 04:05:59 PDT 2009,NO_QUERY,DanielleMcvey,sunshine in 22 days &lt;3 can't wait  !!
Negative,1980184918,Sun May 31 05:58:39 PDT 2009,NO_QUERY,brentonfinn,@matttposer im settling for a cup of tea and chicken noodles  lol
Negative,2064876697,Sun Jun 07 07:23:07 PDT 2009,NO_QUERY,allbloominwrong,Men against boys...... 
Positive,1880702456,Fri May 22 02:11:30 PDT 2009,NO_QUERY,BlueEyed_Cat,@Teeahhforbradie LMFAO!!!  #andyclemmensen #bradiewebb #shaundiviney #andyclemmensen #bradiewebb #shaundiviney
Negative,2239920811,Fri Jun 19 09:07:23 PDT 2009,NO_QUERY,AllyB338, i only 45 min lunch break today... stupid dead filing
Negative,1752951537,Sat May 09 23:34:00 PDT 2009,NO_QUERY,rahbynwrites, Whatever.
Negative,2300480405,Tue Jun 23 14:12:03 PDT 2009,NO_QUERY,AmandaBBYG,Ive been at work for an hour. Bored out of my mind and its super hot. Let me go home im missin somebody 
Positive,2014081935,Wed Jun 03 00:24:22 PDT 2009,NO_QUERY,carowagner,I have just downloaded the Puzzle Blox Android game for my G1. It's great 
Positive,1556971850,Sun Apr 19 01:18:06 PDT 2009,NO_QUERY,chichi7391,@tccrt3r i saw you on the vfc chat. ur a cutee. im like a year older than you. 
Positive,1468834464,Tue Apr 07 03:58:51 PDT 2009,NO_QUERY,dsgoldring,@pedaah It is the theory of distracting you from the pain by making something else hurt worse. 
Positive,1977354699,Sat May 30 20:47:16 PDT 2009,NO_QUERY,peglegpug,@eleighdubs tonights game as in..#magic #cavs? 
Negative,2188591580,Mon Jun 15 22:10:54 PDT 2009,NO_QUERY,prerunner,I lost in star wars monopoly 
Negative,1969261056,Fri May 29 23:29:27 PDT 2009,NO_QUERY,geezitsvivian,@adaniellec its broke. you can't break something thats already brokeennn idk . but that sucks  i love nick at nite
Negative,2175317323,Mon Jun 15 00:39:16 PDT 2009,NO_QUERY,Jeanted,Don't know how many laps I did...  Don't wanna know...  
Positive,1986763430,Sun May 31 19:17:04 PDT 2009,NO_QUERY,xgoldiexo,Chillin with @moemoelovesgc waiting on the guys. 
Negative,1554133652,Sat Apr 18 16:09:37 PDT 2009,NO_QUERY,TheDarkestDay,Missed part of my favourite radio show. 
Positive,1982752834,Sun May 31 11:50:02 PDT 2009,NO_QUERY,NickKalra,Its a new day  any information on bball today? What did sushi A say to sushi B?  Sushi A said wasa-Bi!! Lol
Negative,1982415498,Sun May 31 11:09:48 PDT 2009,NO_QUERY,kshayex3,wishes she could move out but doesnt have enough money to go anywhere  i will have to make due
Negative,1970532568,Sat May 30 04:14:42 PDT 2009,NO_QUERY,AndrayaRtAtCha,I really want to know where my black paramore shirt went...it had a sweet graphic...  BTW pandora+blackberry= &lt;3
Negative,1967801575,Fri May 29 20:14:13 PDT 2009,NO_QUERY,kahrissuh,sitting on my bedroom floor telepathically willing my room to clean itself...not working. 
Positive,1795226831,Thu May 14 07:23:34 PDT 2009,NO_QUERY,Kimberly0087,"Well good morning everyone, I happened to be able to get on before I left for the day!! "
Positive,1685625497,Sun May 03 01:15:34 PDT 2009,NO_QUERY,audreythebaby,Good afternoon! wahaha woke up around 3pm 
Positive,1969865915,Sat May 30 01:31:25 PDT 2009,NO_QUERY,_angieee,Yest was one great night!!! i loove street parties!!! 
Positive,1879975221,Thu May 21 23:42:30 PDT 2009,NO_QUERY,ziavale67,maybe I should try drinking more of this...  ? http://blip.fm/~6sssi
Positive,1553176701,Sat Apr 18 13:34:24 PDT 2009,NO_QUERY,shari,"@sageeb obviously, its all my fault. everything is. always. "
Positive,1992090725,Mon Jun 01 08:10:56 PDT 2009,NO_QUERY,andiescheele,I'm really looking forward to MVC softball tonight!! Happy Monday? 
Negative,2015064891,Wed Jun 03 03:35:26 PDT 2009,NO_QUERY,EJBx,"Has some serious Chemistry revision to do, but feels rather ill atm "
Positive,1825140028,Sun May 17 04:31:14 PDT 2009,NO_QUERY,beezan,@IArtist40 love the mugs! I have an orange Princeton mug which I dare not abandon    But I will look for gifts at yr site. 
Positive,1981085299,Sun May 31 08:22:57 PDT 2009,NO_QUERY,TheKingsQueen09,"I was 2 hours late 4 work!! Im here now&amp; all the managers want 2 b mad @ me but they cant. Lol, Im 2 good of an employee "
Positive,1971439542,Sat May 30 07:06:54 PDT 2009,NO_QUERY,grlatheshow,"Is having breakfast with Matthew, playing with my new phone, and about to head to the ta darts. "
Negative,2244612705,Fri Jun 19 14:58:53 PDT 2009,NO_QUERY,dizzymslizzie,about to leave work and face rush hour traffic 
Negative,2248922357,Fri Jun 19 21:24:52 PDT 2009,NO_QUERY,PreciousLittle,O-M-G!  Packing is so ridiculously boring I can barely stay awake but I have to be responsible &amp; manage my time better   Kill me now.
Positive,1827699089,Sun May 17 11:15:39 PDT 2009,NO_QUERY,Natters29,"@GriffinDJP hey cutie, thanks for being my body guard last night while the girls were gone!!! "
Positive,1793504947,Thu May 14 02:57:11 PDT 2009,NO_QUERY,ophelia73,Ohh - check me out! I'm all modern now with a twitter 
Negative,2248413054,Fri Jun 19 20:35:05 PDT 2009,NO_QUERY,lemi_dovato, i cant guys. my computer got taken away    i'm on my moms phone
Positive,2184555952,Mon Jun 15 16:04:56 PDT 2009,NO_QUERY,Idletard,@afraidofpop Just don't take it into the pool; they change to light blue then apparently 
Positive,1979064285,Sun May 31 01:29:41 PDT 2009,NO_QUERY,Kymme,@mayhemstudios Well that's good news - sort of. At least people aren't suspended for any other nefarious reason 
Negative,2174964927,Sun Jun 14 23:44:46 PDT 2009,NO_QUERY,leonorawrr,ouch shoot. he's a gay 
Positive,1979310499,Sun May 31 02:30:07 PDT 2009,NO_QUERY,tvio,Daylight licked me into shape...or was it the phone 
Positive,2045170184,Fri Jun 05 10:20:19 PDT 2009,NO_QUERY,rebaenrose,"@lindentreephoto with your booty cards, for a Christmas themed one hang a wreath around the rear   could be a big seller!"
Positive,1834374484,Mon May 18 02:41:27 PDT 2009,NO_QUERY,KansasLady51,@TampaBayTraffic every monday is #militarymonday on twitter 
Positive,2001142033,Mon Jun 01 23:58:08 PDT 2009,NO_QUERY,Jenty,@laurakim123 PMSL! Love that... only in Pretoria 
Negative,1833615306,Sun May 17 23:52:09 PDT 2009,NO_QUERY,JuRe1992,i don't want anyone else!!! 
Negative,2052000983,Fri Jun 05 23:22:25 PDT 2009,NO_QUERY,DL3B,"I drew, I must sleep. I was sad when Twitter was down "
Positive,2058997398,Sat Jun 06 16:02:36 PDT 2009,NO_QUERY,sp3nce89,I feel like getting naked!!!! I'm gonna shower soon!! 
Positive,1825556949,Sun May 17 06:06:43 PDT 2009,NO_QUERY,kzhenwei,just reach home  so tired &gt;&lt; gona start planning for next week event  
Negative,2255770186,Sat Jun 20 11:45:45 PDT 2009,NO_QUERY,stinababyyy,@brandonstheory not at all...I miss the good ol days 
Positive,2064661083,Sun Jun 07 06:51:34 PDT 2009,NO_QUERY,fiofo,"@karenisnt I only get the ones I like so I only have a few. I like Reckoner as well, just because it featured on Adam &amp; Joe's show "
Positive,1693934204,Mon May 04 00:21:49 PDT 2009,NO_QUERY,davingreenwell,@afetterly i did too .. i tend not to be around on the weekends 
Negative,1997478524,Mon Jun 01 16:55:21 PDT 2009,NO_QUERY,Dawnvanemden,just woke up and feeling groggy. I should be studying  But I got a story.
Positive,2000549325,Mon Jun 01 22:22:09 PDT 2009,NO_QUERY,gabbychiquito,@honorsociety http://twitpic.com/6g7bz - Where is it at? 
Positive,1548285271,Fri Apr 17 20:32:16 PDT 2009,NO_QUERY,joshcaryaudio,@kelliefredin oh that's scary. was liam not free?! 
Positive,2189323747,Mon Jun 15 23:46:23 PDT 2009,NO_QUERY,HunterRaburn,Getting ready for bed after hanging out with chris and Daurissa 
Positive,1965933426,Fri May 29 16:48:45 PDT 2009,NO_QUERY,markdavidson,"If you like what I've been blurbing, I do an open conference call with @lindawyatt every Tues at 6:30 PM PDT, 1-218-339-2626 PIN 209061. "
Negative,1881536396,Fri May 22 04:55:46 PDT 2009,NO_QUERY,natalietran,"if anyone's free next week, going to be part of creative sydney's opening. Shame nobody can just writing &quot;communitychannel&quot; properly "
Negative,2003835303,Tue Jun 02 07:13:43 PDT 2009,NO_QUERY,loveMaegan,I wish the sun would return ...it's been so gloomy since Thursday 
Negative,2177819779,Mon Jun 15 06:45:18 PDT 2009,NO_QUERY,CuteMomma,"Was feeling really down yesterday. My son is a little miffed at me and cooling off at a friends, doesn't want to talk to me, hurts a lot "
Positive,2014033377,Wed Jun 03 00:15:56 PDT 2009,NO_QUERY,wolfchild59,@drilone Thanks. I took the pic specially for it. 
Positive,1966801794,Fri May 29 18:25:34 PDT 2009,NO_QUERY,chariito_arg,"@ddlovato Happy to read that! Your rock  love u so much! your show in argentina was amazing, I miss u !! please cme back  xx"
Positive,2031081919,Thu Jun 04 09:18:18 PDT 2009,NO_QUERY,caramelapples,My mom has been bitten by the baking bug. Which is awesome. 
Positive,2053501422,Sat Jun 06 04:46:49 PDT 2009,NO_QUERY,lala_fierce,What a beautiful day  wish I was in Caen to see president Barack Obama
Positive,2015585628,Wed Jun 03 05:02:28 PDT 2009,NO_QUERY,mom2twinsplus1,@KKMommy72 morning 
Negative,1996816766,Mon Jun 01 15:44:38 PDT 2009,NO_QUERY,hellerphant,"Trauma team called in at work, think someone got hit off their pushy in the dense fog "
Positive,1992292582,Mon Jun 01 08:30:59 PDT 2009,NO_QUERY,ebayinkblog,"If you're going to #ecom09 this week, I look forward to chatting with you face-to-face &amp; using more than 140 characters to do it. "
Positive,2055154248,Sat Jun 06 08:48:01 PDT 2009,NO_QUERY,e_whitten,"@LenEdgerly hmm.  Unfortunately, I'd like to have it both ways.   I was thinking that it makes an excellent reference tool while coding."
Positive,1990023165,Mon Jun 01 03:37:20 PDT 2009,NO_QUERY,zzzainus,check out rambo's WIFI  http://bit.ly/3jk3JJ
Positive,1685695165,Sun May 03 01:36:20 PDT 2009,NO_QUERY,ChristineHitt,"@Melissa808 ya, they let us follow them to buddah bar... They work here though, so's cool! "
Positive,1828038890,Sun May 17 11:57:59 PDT 2009,NO_QUERY,vivianchiu,@Crrystalbabe the saving money refers to you  besides we're here to buy my sister her prom dress.
Negative,2221331636,Thu Jun 18 05:10:41 PDT 2009,NO_QUERY,AsHl3YaMused,Hangin wit my faggots at dnd imma miss them 
Positive,2063529759,Sun Jun 07 03:01:57 PDT 2009,NO_QUERY,XiXiMiMi,@captainjack63 Thanks for following 
Positive,1979311109,Sun May 31 02:30:14 PDT 2009,NO_QUERY,Miss_Lizbeth,@shelliwazzu you drank a mocha and then went to bed? I would be up for hours 
Positive,1968834876,Fri May 29 22:20:02 PDT 2009,NO_QUERY,CindyheartsJon,"@CSI_PrintChick I'm 32, so that's about right "
Positive,2000218964,Mon Jun 01 21:39:04 PDT 2009,NO_QUERY,karalynski,"so happy conan is back, and that i don't have to work tomorrow and its gonna be in the 80's "
Negative,1977807589,Sat May 30 21:45:19 PDT 2009,NO_QUERY,intheafterlife,Borrowed correct CSI DVDs and watched the eps that had Liev Schreiber in them. His character was rather heartbreaking. 
Positive,1995405342,Mon Jun 01 13:26:19 PDT 2009,NO_QUERY,DestinyTrack42,@AshRockJones That's how I always do it! 
Negative,1998116255,Mon Jun 01 18:01:10 PDT 2009,NO_QUERY,lynseygraham,"@waterlungs what do i win? idgi  whatever it is, i'll pretend it's a grammy..."
Positive,1999784359,Mon Jun 01 20:49:02 PDT 2009,NO_QUERY,DebBennett555,I will gladly pay for a signed copy if possibe 
Negative,2063193392,Sun Jun 07 01:42:34 PDT 2009,NO_QUERY,Mcrloverforever,http://twitpic.com/6tdlx - why won't anyone say anything about me? 
Negative,2174775006,Sun Jun 14 23:17:10 PDT 2009,NO_QUERY,tinamats,@nicagarcia  im sorry to hear that.
Negative,1685282609,Sat May 02 23:44:52 PDT 2009,NO_QUERY,Dylondo,finally in bed. That weekend flew by. And was pretty dull.  Fuck. Time flys. Goodnight everyone. Dream your childhood dreams. Live them.
Negative,2248234073,Fri Jun 19 20:18:22 PDT 2009,NO_QUERY,barbieisaslxt,i'm becoming a nerd 
Positive,1983743193,Sun May 31 13:44:56 PDT 2009,NO_QUERY,PoppyWay,@bodylikemind hey how are you?  xxx
Positive,2015889909,Wed Jun 03 05:44:30 PDT 2009,NO_QUERY,voodoodollyanna,did some grocery shopping for our house and condo. Haven't been to our condo in a year. Wanna hit the sauna 
Negative,1882309819,Fri May 22 06:38:14 PDT 2009,NO_QUERY,kennethcalamay,Today isn't a productive day 
Negative,2208920035,Wed Jun 17 09:47:31 PDT 2009,NO_QUERY,AshtonLepou,Very sleepy today   thinking about things i shouldn't
Negative,2247082341,Fri Jun 19 18:33:44 PDT 2009,NO_QUERY,CathrynMarie,@mariodaily lol i have nver seen it 
Positive,2175504940,Mon Jun 15 01:10:30 PDT 2009,NO_QUERY,buffalopine,"@msbeeee Years ago,relatives were horrified I had breakfast at supper  Sometimes it just tastes better at other times, too. How are you?"
Negative,2066057455,Sun Jun 07 09:48:29 PDT 2009,NO_QUERY,misstwinkle,@jensparkle of what?? 
Positive,2182272943,Mon Jun 15 12:57:14 PDT 2009,NO_QUERY,HZilionis,@werecat1 I'm so glad your surgery went well  And yes! I even have my &quot;world domination&quot; hat out. Commence dominion!
Positive,2044288287,Fri Jun 05 09:08:25 PDT 2009,NO_QUERY,yessica27,Off to dreamland..thank GOD for today..Nighty nights 
Positive,2053483333,Sat Jun 06 04:42:58 PDT 2009,NO_QUERY,gautamms,feeling highly lethargic .. just staying at home 
Negative,1834094674,Mon May 18 01:36:26 PDT 2009,NO_QUERY,jg007,@bobbyllew seems to be all episodes so must have something corrupted on pc will let u know if I work it out later 
Negative,1468250707,Tue Apr 07 00:32:50 PDT 2009,NO_QUERY,saravananp,@disobedientgirl wonderful.. I ll be slogging at 9.. you get up at 9 eh.. 
Negative,1824197895,Sun May 17 00:24:22 PDT 2009,NO_QUERY,jrhcarr,off to west bloody buckland still even though its hammer down!!!! feeling bit down at the moment though as well!!! 
Negative,2191583046,Tue Jun 16 05:34:29 PDT 2009,NO_QUERY,shinerweb,"@TessMorris If I didn't have bad luck, I'd have no luck at all. I have this &quot;why me?&quot; attitude. I wonder why "
Positive,1962900218,Fri May 29 11:53:27 PDT 2009,NO_QUERY,heRb1e,"@LaceyJones Great news, congrats. Good luck and have fun . "
Positive,1955908073,Thu May 28 20:50:09 PDT 2009,NO_QUERY,ninita05,"sorrrrrrry if i don't speak english very well , but i speak portuguese anyone to talk lolllll "
Positive,1825324522,Sun May 17 05:16:17 PDT 2009,NO_QUERY,MatthewVienna,Wouldn't we all like to do that 
Positive,2061393954,Sat Jun 06 20:46:36 PDT 2009,NO_QUERY,thisislouise,@SUAREASY ur awesome 
Positive,1685810339,Sun May 03 02:11:56 PDT 2009,NO_QUERY,divadnotnats,taken the caravan to west Wales for the weekend - official tryout before Glasto 
Negative,1468405879,Tue Apr 07 01:28:17 PDT 2009,NO_QUERY,bftdannie,Its wayy to early to be awake... zZz!! 
Negative,2000458207,Mon Jun 01 22:09:38 PDT 2009,NO_QUERY,EyeElleBee,I feel bad now.  I apologize Du. Love you.
Positive,1970323283,Sat May 30 03:23:24 PDT 2009,NO_QUERY,taylormcfly,&quot;the sun is in the sky and it is gonna be a gloriuos day&quot; so im going to shower and get some vitamin D  its hotter/as hot as yesterday 
Negative,2229421794,Thu Jun 18 15:42:24 PDT 2009,NO_QUERY,Honey014,@TheDavidBlaise even though you drink and think it is cool. 
Positive,1990039842,Mon Jun 01 03:40:44 PDT 2009,NO_QUERY,mikedinc,"&quot;Enjoy when you can, &amp; endure when you must.&quot; -Joahann Wolfgang von Goethe #quote Time 4 both=heading 2 office "
Positive,2032885435,Thu Jun 04 11:54:40 PDT 2009,NO_QUERY,velmadaria,@ShiniquezSoPyro LOL! You guys are the greatest 
Negative,2323112527,Wed Jun 24 23:56:16 PDT 2009,NO_QUERY,GodDammitNina,riding in cars with boys... my pinched nerve is killing me 
Negative,2327891182,Thu Jun 25 08:54:57 PDT 2009,NO_QUERY,smacula,@timegirl4468 i do most of that at work... its a hard life 
Positive,1977688608,Sat May 30 21:29:27 PDT 2009,NO_QUERY,awannabeangel,@Annimallover   Thank you as always dear !  
Positive,1751106743,Sat May 09 18:40:47 PDT 2009,NO_QUERY,_chikkinana,Nyappy mother's day to your mom's. 
Negative,1827193369,Sun May 17 10:11:26 PDT 2009,NO_QUERY,McFanpire,@sherianelfie I agree... It's no fun without them 
Positive,1881994589,Fri May 22 06:00:58 PDT 2009,NO_QUERY,Queenzilla,@Ladyj26 It's ALL about the little things. 
Positive,2006987488,Tue Jun 02 11:58:50 PDT 2009,NO_QUERY,MusicLoveSummer,"Add music videos of melt 09 bands to this ytube-group, so we have a complete lineup preview.  Spread the word! http://bit.ly/5jbfI #melt"
Positive,1686930368,Sun May 03 07:14:51 PDT 2009,NO_QUERY,tsarnick,@Zanna85 hahahaha oh sorry Z!!! i thought you were on a twitter ban 
Positive,1792694517,Wed May 13 23:56:20 PDT 2009,NO_QUERY,Teeny89,@ashleytisdale looks like you had a great time  How are you? i just got twitter yesterday 
Negative,2223358215,Thu Jun 18 08:10:28 PDT 2009,NO_QUERY,iviibaby,so damn bored 
Positive,2177463121,Mon Jun 15 06:09:01 PDT 2009,NO_QUERY,einsteinsboi,"@paulehr What is what? And what contest?  I haven't won any contests yet, except the #squarespace one that I'm going to win this week "
Negative,2249539696,Fri Jun 19 22:31:32 PDT 2009,NO_QUERY,china__cat,@Killaya but i heard it was gonna pour tomorrow here .  had out door plans
Negative,2218938049,Wed Jun 17 23:27:15 PDT 2009,NO_QUERY,enriquechimal,No recibo tweets xque mis amigos no tienen tweeter 
Negative,1686023763,Sun May 03 03:20:52 PDT 2009,NO_QUERY,marialabrosse,http://twitpic.com/4h0v8 - i left emily out 
Positive,1985945830,Sun May 31 18:04:16 PDT 2009,NO_QUERY,TraceyHewins,@MrPaulEvans I think so too 
Negative,2044111937,Fri Jun 05 08:53:14 PDT 2009,NO_QUERY,BrenTheMeanCow,@MrHolga Really? The sun / cloud is useless? I always use ISO400 for all weather and found the pics are so grey and blur sometimes 
Positive,1981970796,Sun May 31 10:15:48 PDT 2009,NO_QUERY,songwritersmile,@sarahjoybrown your tweet just confused me. 
Negative,1976898261,Sat May 30 19:28:59 PDT 2009,NO_QUERY,MyDogAteLA,Watching new episode of Pushing Daisies makes me sad.  I love this show. 
Positive,2066462514,Sun Jun 07 10:34:01 PDT 2009,NO_QUERY,AbnerPotter,Watching NITRO CIRCUS xD they're so stupid  that's the reason i'm watching it LOL -- PS. i'm hungry ughh
Positive,1824088244,Sun May 17 00:00:17 PDT 2009,NO_QUERY,Djalfy,@Maatyce : &quot;Hahaha Awesomeness!   So it's older than me who cares?&quot; ? http://blip.fm/~6g9z8
Positive,2177990058,Mon Jun 15 07:01:40 PDT 2009,NO_QUERY,Kyle270,@ashleigh92 i might of done 8) i want it to look good for you comin back baby  i miss you  not long now though ;o i love you xxx
Positive,1791598906,Wed May 13 20:34:29 PDT 2009,NO_QUERY,agiggle1297,Feelngood about the day 
Negative,2202111122,Tue Jun 16 21:15:29 PDT 2009,NO_QUERY,omglouwtf,"Why my mother dislikes me soo much ill never know  i just know i try, just not enough i guess. "
Positive,2015153070,Wed Jun 03 03:51:47 PDT 2009,NO_QUERY,alanawilliamson,@allysheehan pretty great... ily legally blonde the musical 
Positive,1835578108,Mon May 18 06:18:19 PDT 2009,NO_QUERY,LeneeJoya,just finished breakfast  time to clean
Positive,2051516400,Fri Jun 05 22:12:55 PDT 2009,NO_QUERY,wildcat24,Watching SYTYCD. 
Positive,2062854402,Sun Jun 07 00:31:26 PDT 2009,NO_QUERY,gen_rox,"This is my other baby, Lawson  http://twitpic.com/6tey3"
Positive,1694665976,Mon May 04 03:38:00 PDT 2009,NO_QUERY,jrharv,short work week for me 
Negative,1994869677,Mon Jun 01 12:35:12 PDT 2009,NO_QUERY,BreathingNow,Mu network-connectiojn has been down for a while 
Positive,1970791918,Sat May 30 05:13:35 PDT 2009,NO_QUERY,choklad,Wake up America-Party time heute abend 
Negative,1914426601,Mon May 25 10:43:58 PDT 2009,NO_QUERY,mollierae,"Loving the weather, but hating what it meets for my clopen "
Positive,1827030748,Sun May 17 09:50:39 PDT 2009,NO_QUERY,f1vlad,"@theparacast can't wait, I will listen to it tomorrow "
Negative,1982431009,Sun May 31 11:11:38 PDT 2009,NO_QUERY,Domistyle_Jess,"i feel like a mimosa &amp; laying out with a magazine, but its 10 degrees too cold "
Negative,1932702850,Tue May 26 22:01:44 PDT 2009,NO_QUERY,Porfix,@wow2000 yeah I'm leaving tonight unfortunately I could totally live here  #Amsterdam
Negative,2328963210,Thu Jun 25 10:11:25 PDT 2009,NO_QUERY,ivanguevara,@maurensoares for the love of god. nÃ£o ishtudei puurrrcausa do fisl 
Positive,1469109923,Tue Apr 07 05:14:29 PDT 2009,NO_QUERY,nightfalldotnet,"Fresh strawberries, blackberries, and a chicken biscuit for breakfast.  Work is going well.  Life is good!  "
Positive,2065851645,Sun Jun 07 09:25:01 PDT 2009,NO_QUERY,sarahcfox,had a very fun time with friends last night but i am very tired today. getting more and more excited about KY though 
Positive,2177926897,Mon Jun 15 06:55:44 PDT 2009,NO_QUERY,DonnaVail,Having a fabulously flowing day  How  about you? Make it great!!
Negative,2048483713,Fri Jun 05 15:16:24 PDT 2009,NO_QUERY,xForeverIsFinex,Sickk   doing spot for elementry school thing. i want people to sleep over   fuck being sick 
Positive,2046360066,Fri Jun 05 12:04:04 PDT 2009,NO_QUERY,jbrechtel,"@robconery Nevermind, you're not actually having to do that...lucky you... "
Negative,2209774643,Wed Jun 17 10:46:54 PDT 2009,NO_QUERY,indigo_bow,Gawker - John Edwards Is Still a Deluded Narcissist - John Edwards http://ow.ly/eD7I (honestly ta title is  throwin ta tomatoes isn't nogh
Negative,2325826135,Thu Jun 25 06:07:28 PDT 2009,NO_QUERY,smaksimo,"@kerryeflynn no i am not home  i need to be soon though. at some point this summer. i will let you know, of course!"
Positive,1989324340,Mon Jun 01 01:07:32 PDT 2009,NO_QUERY,judysteapot,watching mums walking past my office window whilst I drink my tea and thinking I'm relieved that taking Karl to school days are over!! 
Positive,1973808936,Sat May 30 11:52:37 PDT 2009,NO_QUERY,laurenbrogan,So happy right now 
Negative,2204687998,Wed Jun 17 02:52:35 PDT 2009,NO_QUERY,Hiimflip,My legs... Hurt.. So.. Bad. 
Positive,1759274894,Sun May 10 18:51:17 PDT 2009,NO_QUERY,cjnedd,"@KtDahling I didn't need the link, it is posted on there already, thanks though "
Positive,1970187031,Sat May 30 02:49:01 PDT 2009,NO_QUERY,Anesia,Mailing the university of Canberra 
Negative,1978260481,Sat May 30 22:51:21 PDT 2009,NO_QUERY,dp1246,"@dianesmoore seriously D, i am most upset with the fact that i didn't get to see you. i still feel horrible. "
Negative,1883356912,Fri May 22 08:25:23 PDT 2009,NO_QUERY,brandybriscoe,ETA 12.30.  I'm really gonna miss these kids.  
Positive,1468712532,Tue Apr 07 03:18:56 PDT 2009,NO_QUERY,MissxMarisa,"@eveforhermcr_xx Hahaha that's so sad, poor mom! Have you seen Coraline? Ahh I really want to meet Lyn-Z she's great "
Negative,1573209204,Tue Apr 21 00:09:45 PDT 2009,NO_QUERY,Laura1902,tired!!!!!!! got duties this morning 
Positive,2015668066,Wed Jun 03 05:14:30 PDT 2009,NO_QUERY,PPRHF,"@lymphadema - yes, not enough space for all that  She's an RN 25+ yrs and massage 10+"
Positive,1822396201,Sat May 16 19:28:57 PDT 2009,NO_QUERY,K_Nanii,Talkin to the babe..this is a good night 
Negative,2032141338,Thu Jun 04 10:49:54 PDT 2009,NO_QUERY,stephanielynno,@GatorGirl816 um yeah the Joe Jonas thing IS creepy.  but he does have nice thigh muscles.  uh oh now im creepy 
Positive,1881360331,Fri May 22 04:26:02 PDT 2009,NO_QUERY,cwtsh,@pim2005 fortunately my cousin's already promised me a big slice being sent back down avec mes parentals. ICING! 
Positive,1564106365,Mon Apr 20 01:48:26 PDT 2009,NO_QUERY,oliviac123,that behind the TV screen there is a sweet-hearted girl that anyone would be lucky to have as their friend . Thank You. You are my Idol 
Positive,1972971263,Sat May 30 10:13:54 PDT 2009,NO_QUERY,sagapw,I'M GOING TO SEE BLINK 182 IN HERSHEYYYYY! ahhh thank you boyfriend! 
Negative,1968853699,Fri May 29 22:22:48 PDT 2009,NO_QUERY,xmiyix,"@kulotsken According to trusted sources, @JMikeyMike of CP.com confirmed that Today Show is cancelled.  I'll keep u updated."
Negative,2016439713,Wed Jun 03 06:46:49 PDT 2009,NO_QUERY,grenadasu,"bummer  @kplawver  Today will probably be light on the twittering. The real world (well, the work world) requires all my attention today."
Positive,2177800726,Mon Jun 15 06:43:26 PDT 2009,NO_QUERY,BurntCaramel,http://twitpic.com/7gnoi - How to make2different kind of ice creams!  1) Get milk
Negative,2194412230,Tue Jun 16 09:45:37 PDT 2009,NO_QUERY,Amylucimar,Wish I had a fantasy factory to make ppls fantasy a reality. 
Negative,2221675785,Thu Jun 18 05:48:59 PDT 2009,NO_QUERY,leeeeean,Twitterific isn't working for me 
Negative,1957290619,Fri May 29 00:03:50 PDT 2009,NO_QUERY,25zerotwo,"A sunny morning in the Big K, with lawns to mow and a 2 mile to run to attempt, urgh "
Negative,2056350411,Sat Jun 06 10:59:14 PDT 2009,NO_QUERY,omgitsafox,"@stellery Aww, it says the song is unavailable. "
Negative,1981307041,Sun May 31 08:52:44 PDT 2009,NO_QUERY,cassandraamarie,Hey tweets no church for me  sea world for my baby brothers 4th bday for the first time in my life hope everyone going gets the word o ...
Negative,1686298596,Sun May 03 04:47:14 PDT 2009,NO_QUERY,_rach21_,"@ruthieor Yeah, I'm getting a dress off my friend, nothing great in the shops! I'd like to but best see how the study goes... "
Positive,1834273068,Mon May 18 02:17:47 PDT 2009,NO_QUERY,PrincessAngel76,I love that @officialkristin and @DHughesy are following me now too - I feel special! Thank you! 
Positive,1968083047,Fri May 29 20:43:42 PDT 2009,NO_QUERY,adrianak_,is happy she can relax and not worry bout exams. wooooo!!! 
Negative,2064787782,Sun Jun 07 07:10:11 PDT 2009,NO_QUERY,prettypinkberry,was 20 minutes late today  i swear im going to get fired
Positive,1989951003,Mon Jun 01 03:22:48 PDT 2009,NO_QUERY,Bekkaa,"@DavidWoods yes, yes it was "
Positive,2054503141,Sat Jun 06 07:29:47 PDT 2009,NO_QUERY,trabling,for @angrybob from Amanda for your daughter.  Hope she likes  â« http://blip.fm/~7qo44
Negative,1968968077,Fri May 29 22:40:26 PDT 2009,NO_QUERY,NaomiStriemer,Soo hungry! I wish it wasn't too late to eat 
Positive,1989354043,Mon Jun 01 01:13:55 PDT 2009,NO_QUERY,kartikakasih,LOL this year opener is great. but i think last year's was better 
Negative,2053331656,Sat Jun 06 04:09:55 PDT 2009,NO_QUERY,JessieDuplessie,getting ready for 9am baseball...last game though  
Positive,1880286176,Fri May 22 00:42:42 PDT 2009,NO_QUERY,Treagus,@xwidep thank you for the follow friday rec 
Negative,2182191807,Mon Jun 15 12:50:38 PDT 2009,NO_QUERY,ksyragakis,"almost done!  @alarizzy thanks for those &quot;smart rays&quot;.. chem was easy. ps. beat all the puzzles, mini-games and survival modes.."
Positive,1976467800,Sat May 30 17:24:03 PDT 2009,NO_QUERY,macMATHster,@RyanSeacrest Definitely NOT Tijuana... Vegas is so last yr... Miami or South Beach 4 a Bachelor Party can be good plan 
